,,Detection Rate (Global Expression Specificity),,,,,,,,,,,,Detection Rate (Global Expression Specificity),,,,,,,
GeneID,Cluster,Recount2 TPM 0.1,Recount2 TPM 1.0,Recount2 RPKM 0.3,Recount2 RPKM 1.0,Dee2 TPM 0.1,Dee2 TPM 1.0,Dee2 RPKM 0.3,Dee2 RPKM 1.0,,,,,Recount2,,,,Dee2,,,
11319,Cluster:33,0.977773876,0.95905978,0.975691744,0.960238818,0.997803999,0.995034415,0.996509341,0.99388725,,,,,,,,,,,,
11329,Cluster:33,0.971000677,0.954218197,0.967614078,0.953214761,0.996017699,0.994509997,0.995067191,0.99380531,,,,,,,,,,,,
22908,Cluster:33,0.982389685,0.957429195,0.979228859,0.959360811,0.997033759,0.995050803,0.995984923,0.994149459,,,,,,,,,,,,
22930,Cluster:33,0.979605148,0.962346035,0.978250508,0.964854627,0.997656506,0.996132416,0.996919043,0.995378564,,,,,,,,,,,,
22931,Cluster:33,0.983694152,0.970223014,0.98444673,0.973860472,0.998918387,0.997902327,0.998443133,0.997427073,,,,,,,,,,,,
23032,Cluster:33,0.983317864,0.965858064,0.982264255,0.967940195,0.998148148,0.996492953,0.997476237,0.995853818,,,,,,,,,,,,
23054,Cluster:33,0.975415799,0.946993453,0.967563906,0.948072147,0.995870206,0.993215339,0.994788594,0.991265159,,,,,,,,,,,,
23063,Cluster:33,0.980382811,0.959135038,0.979253945,0.96016356,0.99770567,0.995476893,0.996820715,0.994280564,,,,,,,,,,,,
23126,Cluster:33,0.983443293,0.963123699,0.981461506,0.966184181,0.996460177,0.990986562,0.993018682,0.989626352,,,,,,,,,,,,
23168,Cluster:33,0.982063568,0.966359782,0.980859444,0.967588992,0.998688954,0.996984595,0.997869551,0.996247132,,,,,,,,,,,,
23184,Cluster:33,0.982038482,0.967940195,0.983292778,0.97079999,0.998754507,0.997771223,0.998279253,0.997345133,,,,,,,,,,,,
23198,Cluster:33,0.983067004,0.96588315,0.981662193,0.964904799,0.998033432,0.996066863,0.9971157,0.995116355,,,,,,,,,,,,
23351,Cluster:33,0.974813737,0.957454281,0.973509269,0.957353937,0.986594559,0.978843002,0.982104228,0.974303507,,,,,,,,,,,,
23352,Cluster:33,0.986177658,0.969721295,0.98580137,0.969921983,0.997558178,0.991691249,0.995657162,0.987627008,,,,,,,,,,,,
23398,Cluster:33,0.977196899,0.957178336,0.975992775,0.957780398,0.996787938,0.993133399,0.994870534,0.991855129,,,,,,,,,,,,
23468,Cluster:33,0.986328174,0.961367684,0.983142262,0.962923011,0.998574238,0.994018355,0.996624058,0.991724025,,,,,,,,,,,,
23511,Cluster:33,0.978074907,0.9527883,0.972606176,0.951308231,0.994755818,0.990216323,0.992035398,0.988905277,,,,,,,,,,,,
23512,Cluster:33,0.982791059,0.961342598,0.980558413,0.960138474,0.997574566,0.994182235,0.996099639,0.99142904,,,,,,,,,,,,
23560,Cluster:33,0.981787623,0.959436069,0.979655319,0.960514763,0.997459849,0.993756146,0.995493281,0.992674533,,,,,,,,,,,,
23589,Cluster:33,0.979906179,0.962019918,0.977021298,0.959762185,0.997558178,0.993330056,0.995444117,0.990953786,,,,,,,,,,,,
23609,Cluster:33,0.980708928,0.964453252,0.978250508,0.962596894,0.995542445,0.992182891,0.993739757,0.991166831,,,,,,,,,,,,
23633,Cluster:33,0.986754635,0.975616486,0.988435391,0.979906179,0.999115044,0.997754834,0.99855785,0.997066536,,,,,,,,,,,,
23658,Cluster:33,0.981361162,0.959661842,0.979003086,0.960665279,0.999098656,0.996886267,0.998098984,0.995607997,,,,,,,,,,,,
23759,Cluster:33,0.965958408,0.944108572,0.960113388,0.941926097,0.991527368,0.986725664,0.989101934,0.9848902,,,,,,,,,,,,
23761,Cluster:33,0.974261847,0.9527883,0.969520608,0.951258059,0.99660767,0.993346444,0.995116355,0.992002622,,,,,,,,,,,,
25911,Cluster:33,0.965105486,0.947821288,0.961091739,0.947670772,0.995034415,0.987495903,0.990183546,0.980334317,,,,,,,,,,,,
25948,Cluster:33,0.971953942,0.947018538,0.967814766,0.948649123,0.995902983,0.993510324,0.994296952,0.992494264,,,,,,,,,,,,
25977,Cluster:33,0.967187618,0.945337782,0.963675589,0.946190703,0.994411668,0.990888233,0.992412324,0.989888561,,,,,,,,,,,,
26057,Cluster:33,0.985926799,0.965958408,0.985701026,0.966911672,0.9982137,0.994133071,0.996656834,0.992068174,,,,,,,,,,,,
26091,Cluster:33,0.983618895,0.964879713,0.981260818,0.964001706,0.997459849,0.994985251,0.996148804,0.994001967,,,,,,,,,,,,
26123,Cluster:33,0.969947069,0.945036751,0.963951534,0.944284173,0.994280564,0.991035726,0.992297607,0.990199934,,,,,,,,,,,,
26127,Cluster:33,0.978426109,0.962872839,0.978827484,0.964553596,0.99847591,0.996951819,0.997689282,0.996230744,,,,,,,,,,,,
26258,Cluster:33,0.979680405,0.956751875,0.97651958,0.957128164,0.997590954,0.995870206,0.996640446,0.994804982,,,,,,,,,,,,
26520,Cluster:33,0.969244663,0.952136066,0.968466999,0.952537441,0.996329072,0.993313668,0.994673877,0.992215667,,,,,,,,,,,,
26973,Cluster:33,0.980382811,0.957579711,0.977849133,0.955422321,0.997820387,0.993952802,0.995919371,0.992412324,,,,,,,,,,,,
27067,Cluster:33,0.978927828,0.958131601,0.975415799,0.957504453,0.997066536,0.995280236,0.996050475,0.9942314,,,,,,,,,,,,
27297,Cluster:33,0.972907207,0.953390362,0.969319921,0.953515792,0.994509997,0.989019993,0.991740413,0.986938709,,,,,,,,,,,,
27429,Cluster:33,0.979655319,0.967864937,0.979655319,0.967313047,0.994165847,0.992002622,0.993149787,0.990527696,,,,,,,,,,,,
27436,Cluster:33,0.983041919,0.963374558,0.982615458,0.961994832,0.997574566,0.993559489,0.995935759,0.99049492,,,,,,,,,,,,
28989,Cluster:33,0.974587964,0.959410983,0.973208238,0.958884178,0.995476893,0.990445755,0.992608981,0.988380859,,,,,,,,,,,,
28991,Cluster:33,0.970599303,0.959636756,0.97079999,0.9597371,0.996591282,0.994804982,0.995607997,0.993903638,,,,,,,,,,,,
29066,Cluster:33,0.975767002,0.952537441,0.973459097,0.953064245,0.997525402,0.995624385,0.996378237,0.995099967,,,,,,,,,,,,
29117,Cluster:33,0.980357725,0.964202393,0.979429546,0.964879713,0.9971157,0.99380531,0.99575549,0.991855129,,,,,,,,,,,,
29123,Cluster:33,0.985450167,0.969269749,0.987055666,0.974562878,0.998607014,0.997148476,0.997836775,0.99618158,,,,,,,,,,,,
29980,Cluster:33,0.979605148,0.955898954,0.976494494,0.955823696,0.992412324,0.986709276,0.989691904,0.980399869,,,,,,,,,,,,
50999,Cluster:33,0.980683842,0.960138474,0.978200336,0.959636756,0.998295641,0.996394625,0.997263192,0.99439528,,,,,,,,,,,,
51019,Cluster:33,0.966961844,0.951408574,0.966710985,0.955071119,0.996591282,0.995116355,0.99567355,0.994542773,,,,,,,,,,,,
51071,Cluster:33,0.972380403,0.953591049,0.970649474,0.953540878,0.998033432,0.996574893,0.997000983,0.995394952,,,,,,,,,,,,
51074,Cluster:33,0.971778341,0.95469483,0.971251537,0.956225071,0.997820387,0.996247132,0.996837103,0.995313012,,,,,,,,,,,,
51100,Cluster:33,0.979454632,0.962371121,0.977598274,0.963600331,0.998197312,0.997246804,0.99762373,0.99677155,,,,,,,,,,,,
51184,Cluster:33,0.975616486,0.958407546,0.975992775,0.959987959,0.998098984,0.996230744,0.997246804,0.995345788,,,,,,,,,,,,
51231,Cluster:33,0.978651883,0.956902391,0.972355317,0.95905978,0.997410685,0.995476893,0.996001311,0.995149131,,,,,,,,,,,,
51307,Cluster:33,0.967739508,0.945588641,0.961493114,0.945187266,0.994444444,0.990134382,0.991969846,0.988266142,,,,,,,,,,,,
51366,Cluster:33,0.984496902,0.961342598,0.983694152,0.961618544,0.997263192,0.99287119,0.99567355,0.990675188,,,,,,,,,,,,
51388,Cluster:33,0.977096556,0.959185209,0.975967689,0.960439505,0.996837103,0.9942314,0.995411341,0.993264503,,,,,,,,,,,,
51637,Cluster:33,0.983493465,0.97012267,0.984421644,0.972280059,0.999754179,0.999246149,0.999606686,0.99914782,,,,,,,,,,,,
51657,Cluster:33,0.966234353,0.95075634,0.964904799,0.952311667,0.996296296,0.99431334,0.995034415,0.993723369,,,,,,,,,,,,
51773,Cluster:33,0.986880064,0.97215463,0.987783157,0.976293806,0.998115372,0.995706326,0.996755162,0.994886922,,,,,,,,,,,,
51780,Cluster:33,0.976845697,0.953239846,0.970950505,0.950982114,0.996525729,0.993428384,0.995018027,0.992002622,,,,,,,,,,,,
53938,Cluster:33,0.972882121,0.954268369,0.971101021,0.953189675,0.997722058,0.995296624,0.99626352,0.994378892,,,,,,,,,,,,
53944,Cluster:33,0.972229887,0.950505481,0.968968718,0.950906856,0.993903638,0.989085546,0.991134054,0.987282858,,,,,,,,,,,,
54093,Cluster:33,0.965281088,0.946240875,0.96194466,0.94731957,0.994165847,0.98998689,0.991297935,0.989151098,,,,,,,,,,,,
54737,Cluster:33,0.980934701,0.966083837,0.980984873,0.969595866,0.99813176,0.996296296,0.997492625,0.994641101,,,,,,,,,,,,
54815,Cluster:33,0.978827484,0.959912701,0.975591401,0.957880742,0.997902327,0.996361849,0.997082924,0.995624385,,,,,,,,,,,,
54840,Cluster:33,0.975967689,0.958482804,0.975240198,0.96096631,0.996165192,0.992838414,0.994198623,0.992035398,,,,,,,,,,,,
54859,Cluster:33,0.973107895,0.953089331,0.967739508,0.951910293,0.997689282,0.99567355,0.996214356,0.995296624,,,,,,,,,,,,
54931,Cluster:33,0.977648446,0.959511326,0.975641572,0.960665279,0.997427073,0.9942314,0.995526057,0.993149787,,,,,,,,,,,,
54977,Cluster:33,0.959787271,0.941549808,0.955472493,0.939969395,0.994624713,0.991855129,0.99287119,0.99100295,,,,,,,,,,,,
54994,Cluster:33,0.980959787,0.966184181,0.981386248,0.96778968,0.998459521,0.997377909,0.997902327,0.996902655,,,,,,,,,,,,
55003,Cluster:33,0.977874219,0.952437097,0.972254973,0.953290018,0.99719764,0.99439528,0.995558833,0.993428384,,,,,,,,,,,,
55012,Cluster:33,0.975541229,0.960088302,0.975190026,0.961794145,0.997574566,0.995345788,0.996460177,0.993690593,,,,,,,,,,,,
55017,Cluster:33,0.983167348,0.972004114,0.985399995,0.974914081,0.998820059,0.998115372,0.998377581,0.997492625,,,,,,,,,,,,
55120,Cluster:33,0.977372501,0.960991396,0.975616486,0.96084088,0.996869879,0.990445755,0.994133071,0.980875123,,,,,,,,,,,,
55153,Cluster:33,0.983067004,0.961743973,0.982490028,0.962396207,0.998508686,0.99583743,0.99727958,0.994608325,,,,,,,,,,,,
55156,Cluster:33,0.976318892,0.953841909,0.972656348,0.953189675,0.997164864,0.994493609,0.995706326,0.992625369,,,,,,,,,,,,
55197,Cluster:33,0.975741916,0.95032988,0.970047412,0.949577302,0.995821042,0.991478204,0.993313668,0.990265487,,,,,,,,,,,,
55226,Cluster:33,0.977021298,0.954218197,0.970448787,0.952687956,0.995591609,0.991707637,0.99337922,0.990675188,,,,,,,,,,,,
55341,Cluster:33,0.977347415,0.960138474,0.975465971,0.961267341,0.996558505,0.993051459,0.994870534,0.991822353,,,,,,,,,,,,
55644,Cluster:33,0.969420264,0.954218197,0.966685899,0.954820259,0.996279908,0.994411668,0.995083579,0.993772534,,,,,,,,,,,,
55717,Cluster:33,0.97651958,0.953691393,0.972556004,0.952988987,0.997050147,0.994837758,0.995853818,0.994051131,,,,,,,,,,,,
55768,Cluster:33,0.973484183,0.955046033,0.971753255,0.954669744,0.997230416,0.99431334,0.995870206,0.993346444,,,,,,,,,,,,
55830,Cluster:33,0.973609613,0.944234001,0.962045004,0.942528159,0.995427729,0.992559816,0.993903638,0.991461816,,,,,,,,,,,,
55846,Cluster:33,0.976343978,0.960414419,0.975215112,0.962897925,0.992625369,0.988413635,0.990478532,0.986348738,,,,,,,,,,,,
55850,Cluster:33,0.960414419,0.942653589,0.958608233,0.943155307,0.994985251,0.991691249,0.992756473,0.990609636,,,,,,,,,,,,
55904,Cluster:33,0.985149136,0.969921983,0.986804806,0.974086245,0.998492298,0.996886267,0.997787611,0.995526057,,,,,,,,,,,,
55973,Cluster:33,0.979454632,0.959135038,0.977397587,0.961367684,0.998148148,0.996509341,0.99719764,0.995706326,,,,,,,,,,,,
56254,Cluster:33,0.9720292,0.950706169,0.968517171,0.9510072,0.995902983,0.992395936,0.994264176,0.990724353,,,,,,,,,,,,
56655,Cluster:33,0.963098613,0.949853247,0.962948097,0.947419913,0.995198296,0.992822026,0.993723369,0.991609308,,,,,,,,,,,,
57020,Cluster:33,0.978752226,0.959511326,0.977523016,0.963600331,0.994264176,0.978843002,0.985545723,0.960340872,,,,,,,,,,,,
57050,Cluster:33,0.963625417,0.943054963,0.961894489,0.942377643,0.993952802,0.990167158,0.991625696,0.989003605,,,,,,,,,,,,
57231,Cluster:33,0.976419236,0.954393799,0.973208238,0.955522665,0.996640446,0.991756801,0.9942314,0.989790233,,,,,,,,,,,,
57532,Cluster:33,0.982615458,0.960013045,0.981586935,0.959385897,0.996935431,0.991052114,0.993510324,0.9895608,,,,,,,,,,,,
57599,Cluster:33,0.975139854,0.955898954,0.972606176,0.956099641,0.996755162,0.994133071,0.995427729,0.992887578,,,,,,,,,,,,
60491,Cluster:33,0.970699646,0.952311667,0.969520608,0.951333317,0.99618158,0.992789249,0.994296952,0.991871518,,,,,,,,,,,,
63826,Cluster:33,0.975114768,0.950380052,0.970348443,0.950957028,0.988610292,0.975319567,0.98387414,0.923320223,,,,,,,,,,,,
63875,Cluster:33,0.978576625,0.958783835,0.975992775,0.958031257,0.997558178,0.993903638,0.995739102,0.992002622,,,,,,,,,,,,
63929,Cluster:33,0.983468379,0.963374558,0.983067004,0.963926448,0.996656834,0.99337922,0.994608325,0.992084562,,,,,,,,,,,,
64326,Cluster:33,0.970825076,0.948624037,0.966836415,0.944886235,0.996066863,0.992592593,0.994182235,0.991396264,,,,,,,,,,,,
64397,Cluster:33,0.986453604,0.970875248,0.987381783,0.974312019,0.99863979,0.997099312,0.998098984,0.996066863,,,,,,,,,,,,
64432,Cluster:33,0.980508241,0.964177307,0.979279031,0.966108923,0.996001311,0.992232055,0.993854474,0.991297935,,,,,,,,,,,,
64708,Cluster:33,0.969821639,0.946090359,0.963826104,0.948147405,0.996345461,0.993952802,0.995034415,0.993133399,,,,,,,,,,,,
64746,Cluster:33,0.975917517,0.955347064,0.974186589,0.956902391,0.996624058,0.992690921,0.994690265,0.991183219,,,,,,,,,,,,
65008,Cluster:33,0.973308582,0.950530567,0.971276622,0.950079021,0.997558178,0.994296952,0.995935759,0.992133727,,,,,,,,,,,,
78988,Cluster:33,0.982289341,0.969520608,0.983167348,0.970047412,0.999311701,0.998590626,0.998967552,0.998279253,,,,,,,,,,,,
79048,Cluster:33,0.976318892,0.958834006,0.973860472,0.958482804,0.997476237,0.996214356,0.996656834,0.995804654,,,,,,,,,,,,
79084,Cluster:33,0.974412362,0.95512129,0.971101021,0.954544314,0.995444117,0.991461816,0.993264503,0.989609964,,,,,,,,,,,,
79621,Cluster:33,0.974136417,0.955221634,0.972079372,0.955196548,0.996984595,0.99431334,0.995411341,0.99295313,,,,,,,,,,,,
79665,Cluster:33,0.975014424,0.953866994,0.972355317,0.952361839,0.996296296,0.993182563,0.994870534,0.991674861,,,,,,,,,,,,
79706,Cluster:33,0.968015453,0.950480395,0.965256002,0.94952713,0.996329072,0.992969518,0.994706654,0.991297935,,,,,,,,,,,,
79717,Cluster:33,0.971025763,0.95838246,0.971427138,0.959084866,0.997476237,0.994526385,0.995394952,0.992707309,,,,,,,,,,,,
79719,Cluster:33,0.975817174,0.953841909,0.970950505,0.951534004,0.996722386,0.994886922,0.995591609,0.994018355,,,,,,,,,,,,
79752,Cluster:33,0.972831949,0.953415448,0.970875248,0.951609262,0.997787611,0.99618158,0.996902655,0.995460505,,,,,,,,,,,,
79876,Cluster:33,0.966761157,0.938037779,0.959310639,0.935253242,0.994296952,0.99057686,0.992182891,0.989233038,,,,,,,,,,,,
79932,Cluster:33,0.976343978,0.955698267,0.97135188,0.954443971,0.995427729,0.990707965,0.993166175,0.988593904,,,,,,,,,,,,
80204,Cluster:33,0.983819582,0.967488649,0.983869754,0.969620952,0.993559489,0.987577843,0.991150442,0.983759423,,,,,,,,,,,,
80273,Cluster:33,0.98088453,0.969094147,0.981461506,0.971151193,0.997984267,0.995493281,0.996984595,0.994378892,,,,,,,,,,,,
81533,Cluster:33,0.980131952,0.959436069,0.977196899,0.959686928,0.997295969,0.99583743,0.996378237,0.995345788,,,,,,,,,,,,
81542,Cluster:33,0.984095527,0.965130572,0.983844668,0.965105486,0.999262537,0.997885939,0.998754507,0.996722386,,,,,,,,,,,,
81555,Cluster:33,0.981185561,0.963123699,0.980031608,0.965682462,0.998377581,0.996460177,0.99762373,0.995313012,,,,,,,,,,,,
81575,Cluster:33,0.982816145,0.965356345,0.983041919,0.967012016,0.973844641,0.776253687,0.865224517,0.577384464,,,,,,,,,,,,
81608,Cluster:33,0.98088453,0.965030229,0.980182124,0.966259439,0.997263192,0.995116355,0.996279908,0.993657817,,,,,,,,,,,,
81689,Cluster:33,0.974362191,0.957128164,0.97313298,0.956952563,0.998082596,0.9971157,0.997328745,0.99677155,,,,,,,,,,,,
81875,Cluster:33,0.977673532,0.962722324,0.976870782,0.963926448,0.996656834,0.994100295,0.995313012,0.992822026,,,,,,,,,,,,
83752,Cluster:33,0.985048792,0.969345007,0.98457216,0.971552568,0.99770567,0.993133399,0.995706326,0.991379875,,,,,,,,,,,,
84081,Cluster:33,0.993502747,0.981235732,0.991445702,0.984672503,0.999016716,0.997869551,0.998574238,0.997082924,,,,,,,,,,,,
84188,Cluster:33,0.972882121,0.949702732,0.96821614,0.946065274,0.995018027,0.978924943,0.984136349,0.974254343,,,,,,,,,,,,
84263,Cluster:33,0.972731606,0.956551188,0.970047412,0.956275243,0.995345788,0.991805965,0.99346116,0.989577188,,,,,,,,,,,,
84340,Cluster:33,0.982941575,0.968617515,0.983493465,0.969721295,0.995214684,0.990937398,0.993182563,0.989183874,,,,,,,,,,,,
84522,Cluster:33,0.972129544,0.95825703,0.971251537,0.957504453,0.995853818,0.993133399,0.994329728,0.992100951,,,,,,,,,,,,
84901,Cluster:33,0.982063568,0.963173871,0.98063367,0.967187618,0.997295969,0.99516552,0.996132416,0.994346116,,,,,,,,,,,,
84923,Cluster:33,0.979830921,0.969144319,0.979454632,0.969771467,0.996574893,0.995231072,0.996083251,0.994755818,,,,,,,,,,,,
84946,Cluster:33,0.974186589,0.949752904,0.969671124,0.951358403,0.995362176,0.990789905,0.993117011,0.987905605,,,,,,,,,,,,
85406,Cluster:33,0.967614078,0.940546371,0.958733663,0.937661491,0.988954441,0.977433628,0.983743035,0.969747624,,,,,,,,,,,,
85476,Cluster:33,0.980232296,0.957855656,0.976695181,0.95524672,0.997509013,0.992903966,0.994755818,0.991560144,,,,,,,,,,,,
90799,Cluster:33,0.982214083,0.964503424,0.982188997,0.966836415,0.996345461,0.993362832,0.994837758,0.991707637,,,,,,,,,,,,
90809,Cluster:33,0.98063367,0.962421293,0.979128515,0.955046033,0.992723697,0.990429367,0.991773189,0.989462471,,,,,,,,,,,,
91368,Cluster:33,0.970875248,0.955046033,0.968742945,0.954443971,0.997132088,0.99439528,0.995624385,0.993231727,,,,,,,,,,,,
91369,Cluster:33,0.981060131,0.960439505,0.980307553,0.962095176,0.998574238,0.994296952,0.997017371,0.991887906,,,,,,,,,,,,
91612,Cluster:33,0.983418207,0.974136417,0.985324737,0.976318892,0.996279908,0.993198951,0.994788594,0.990216323,,,,,,,,,,,,
91746,Cluster:33,0.981561849,0.964628854,0.980734014,0.96656047,0.998410357,0.994755818,0.996853491,0.992985906,,,,,,,,,,,,
92482,Cluster:33,0.979153601,0.966083837,0.978451195,0.967463563,0.995902983,0.994116683,0.995050803,0.99252704,,,,,,,,,,,,
92703,Cluster:33,0.976745353,0.9650804,0.976419236,0.965281088,0.998017044,0.996624058,0.997214028,0.996132416,,,,,,,,,,,,
112950,Cluster:33,0.972831949,0.960941224,0.972004114,0.96262198,0.997377909,0.996066863,0.99660767,0.995607997,,,,,,,,,,,,
114044,Cluster:33,0.97079999,0.951759777,0.967137446,0.952988987,0.979236316,0.893133399,0.935283514,0.789495247,,,,,,,,,,,,
116254,Cluster:33,0.970423701,0.950430224,0.966936758,0.952512355,0.997181252,0.99524746,0.995952147,0.994542773,,,,,,,,,,,,
116461,Cluster:33,0.968316484,0.944309259,0.963148785,0.941775581,0.99583743,0.993133399,0.994264176,0.992510652,,,,,,,,,,,,
122961,Cluster:33,0.96385119,0.951885207,0.96397662,0.951759777,0.996968207,0.995689938,0.996165192,0.995214684,,,,,,,,,,,,
123169,Cluster:33,0.971226451,0.94842335,0.968843288,0.949928505,0.996755162,0.993002294,0.99482137,0.991642085,,,,,,,,,,,,
127933,Cluster:33,0.975591401,0.950154278,0.972054286,0.947670772,0.996705998,0.994509997,0.995722714,0.992608981,,,,,,,,,,,,
128338,Cluster:33,0.975641572,0.960038131,0.974412362,0.960690364,0.997820387,0.996132416,0.996951819,0.995132743,,,,,,,,,,,,
131076,Cluster:33,0.973534355,0.95020445,0.969395178,0.949125756,0.996099639,0.992854802,0.994264176,0.991199607,,,,,,,,,,,,
134510,Cluster:33,0.977171813,0.959410983,0.975892432,0.961417856,0.995935759,0.992723697,0.994165847,0.991543756,,,,,,,,,,,,
140739,Cluster:33,0.968366656,0.955171462,0.967212704,0.955748438,0.996837103,0.993903638,0.995460505,0.991347099,,,,,,,,,,,,
140890,Cluster:33,0.985650854,0.971151193,0.986528861,0.974763565,0.999082268,0.997427073,0.998295641,0.995919371,,,,,,,,,,,,
144363,Cluster:33,0.973985902,0.956501016,0.973509269,0.957379023,0.995083579,0.992543428,0.993706981,0.989429695,,,,,,,,,,,,
151987,Cluster:33,0.980031608,0.956726789,0.977397587,0.95660136,0.998017044,0.995427729,0.997214028,0.993838086,,,,,,,,,,,,
154881,Cluster:33,0.973408926,0.953490706,0.969921983,0.952738128,0.987643396,0.973320223,0.98149787,0.949737791,,,,,,,,,,,,
162427,Cluster:33,0.981913052,0.965155658,0.979881093,0.964202393,0.994509997,0.991576532,0.992740085,0.990036054,,,,,,,,,,,,
192111,Cluster:33,0.975892432,0.95389208,0.970724732,0.952763214,0.995788266,0.991920682,0.993428384,0.990429367,,,,,,,,,,,,
220869,Cluster:33,0.986679377,0.973007551,0.988736422,0.976845697,0.996099639,0.974598492,0.986823992,0.912635202,,,,,,,,,,,,
221421,Cluster:33,0.974111331,0.963951534,0.974111331,0.964578682,0.85696493,0.542133727,0.66892822,0.267813832,,,,,,,,,,,,
253943,Cluster:33,0.979078343,0.956676617,0.975792088,0.955321978,0.997377909,0.994837758,0.996329072,0.993690593,,,,,,,,,,,,
260294,Cluster:33,0.97749793,0.961417856,0.977021298,0.962295863,0.882726975,0.626860046,0.700114716,0.503687316,,,,,,,,,,,,
283335,Cluster:33,0.98020721,0.961166997,0.979304117,0.961016481,0.975925926,0.808390692,0.878089151,0.606686332,,,,,,,,,,,,
286053,Cluster:33,0.973032637,0.956902391,0.972104458,0.958156687,0.997132088,0.994477221,0.995706326,0.993739757,,,,,,,,,,,,
339231,Cluster:33,0.971201365,0.957654968,0.970197928,0.957504453,0.997230416,0.995739102,0.996345461,0.994837758,,,,,,,,,,,,
339448,Cluster:33,0.981762537,0.965983493,0.979554976,0.96711236,0.998656178,0.997295969,0.997803999,0.997017371,,,,,,,,,,,,
408050,Cluster:33,0.980708928,0.963876276,0.979178687,0.962647066,0.957653228,0.784349394,0.856440511,0.595018027,,,,,,,,,,,,
440944,Cluster:33,0.982941575,0.966535384,0.982640544,0.969370093,0.997672894,0.995181908,0.996279908,0.993182563,,,,,,,,,,,,
541578,Cluster:33,0.968140883,0.954494142,0.967639164,0.955221634,0.995657162,0.993608653,0.994624713,0.992510652,,,,,,,,,,,,
552889,Cluster:33,0.979755663,0.961342598,0.978099992,0.964503424,0.997820387,0.995935759,0.996902655,0.995083579,,,,,,,,,,,,
643155,Cluster:33,0.971778341,0.94706871,0.966384868,0.945588641,0.99329728,0.98905277,0.990642412,0.98718453,,,,,,,,,,,,
729082,Cluster:33,0.985701026,0.967137446,0.985726112,0.969094147,0.998836447,0.997410685,0.998017044,0.996951819,,,,,,,,,,,,
100037417,Cluster:33,0.979228859,0.96969621,0.980257382,0.972681434,0.98531629,0.911766634,0.955834153,0.717256637,,,,,,,,,,,,
100505876,Cluster:33,0.985299651,0.972054286,0.985976971,0.973860472,0.993231727,0.981678138,0.985496559,0.977400852,,,,,,,,,,,,
100506710,Cluster:33,0.972004114,0.948097233,0.96656047,0.94651682,0.994936087,0.990593248,0.992346772,0.988905277,,,,,,,,,,,,
100526830,Cluster:33,0.977548102,0.962346035,0.976419236,0.960690364,0.003785644,0,0.0000328,0,,,,,,,,,,,,
100529241,Cluster:33,0.976720267,0.950580739,0.971753255,0.952512355,0,0,0,0,,,,,,,,,,,,
100873965,Cluster:33,0.960088302,0.945714071,0.959837443,0.948172491,0.405113078,0.057653228,0.094378892,0.023025238,,,,,,,,,,,,
102157402,Cluster:33,0.980558413,0.962697238,0.98063367,0.963098613,0.997656506,0.990855457,0.995526057,0.978629957,,,,,,,,,,,,
164,Cluster:75,0.98690515,0.970022326,0.987958759,0.970423701,0.998738119,0.997132088,0.998148148,0.996378237,,,,,,,,,,,,
211,Cluster:75,0.972857035,0.955547751,0.972104458,0.9563505,0.996542117,0.9942314,0.995280236,0.99337922,,,,,,,,,,,,
392,Cluster:75,0.98143642,0.968843288,0.98186288,0.971602739,0.998820059,0.997869551,0.998377581,0.996935431,,,,,,,,,,,,
400,Cluster:75,0.981135389,0.961091739,0.979128515,0.96385119,0.997738446,0.995362176,0.996738774,0.994509997,,,,,,,,,,,,
523,Cluster:75,0.986378346,0.969420264,0.986027143,0.973007551,0.998525074,0.997099312,0.998017044,0.996574893,,,,,,,,,,,,
757,Cluster:75,0.980809272,0.965657377,0.980658756,0.969144319,0.995952147,0.992330383,0.994067519,0.991265159,,,,,,,,,,,,
865,Cluster:75,0.978250508,0.957780398,0.975315455,0.957981085,0.997590954,0.994755818,0.996116028,0.993657817,,,,,,,,,,,,
998,Cluster:75,0.985976971,0.978049821,0.9877079,0.980834358,0.999819731,0.999688627,0.999819731,0.999606686,,,,,,,,,,,,
1069,Cluster:75,0.975215112,0.961066653,0.975992775,0.964277651,0.998033432,0.997050147,0.997394297,0.996722386,,,,,,,,,,,,
1267,Cluster:75,0.984045355,0.970825076,0.983919926,0.973459097,0.997640118,0.994886922,0.996378237,0.993264503,,,,,,,,,,,,
1398,Cluster:75,0.983418207,0.968391742,0.984120613,0.972179716,0.997640118,0.996034087,0.99677155,0.995099967,,,,,,,,,,,,
1399,Cluster:75,0.979956351,0.959360811,0.978902742,0.959335725,0.997509013,0.996132416,0.996787938,0.995886595,,,,,,,,,,,,
1432,Cluster:75,0.971627825,0.954594486,0.968517171,0.95266287,0.996214356,0.994477221,0.995198296,0.993936414,,,,,,,,,,,,
1477,Cluster:75,0.981737451,0.964478338,0.981110303,0.966359782,0.996542117,0.993330056,0.994559161,0.992264831,,,,,,,,,,,,
1659,Cluster:75,0.981411334,0.965908236,0.980558413,0.965908236,0.997214028,0.993706981,0.996001311,0.992297607,,,,,,,,,,,,
1778,Cluster:75,0.987632642,0.966184181,0.985901713,0.968441914,0.998098984,0.991494592,0.994837758,0.988397247,,,,,,,,,,,,
1798,Cluster:75,0.972004114,0.951082457,0.970072498,0.950380052,0.995198296,0.992002622,0.993346444,0.991068502,,,,,,,,,,,,
