,,Detection Rate (Global Expression Specificity),,,,,,,,,,,,Detection Rate (Global Expression Specificity),,,,,,,
GeneID,Cluster,Recount2 TPM 0.1,Recount2 TPM 1.0,Recount2 RPKM 0.3,Recount2 RPKM 1.0,Dee2 TPM 0.1,Dee2 TPM 1.0,Dee2 RPKM 0.3,Dee2 RPKM 1.0,,,,,Recount2,,,,Dee2,,,
221294,Cluster:10,0.955347064,0.911797908,0.943130221,0.899907182,0.992822026,0.982628646,0.987528679,0.962913799,,,,,,,,,,,,
221785,Cluster:10,0.939241904,0.893058726,0.922735369,0.886686903,0.989396919,0.981448705,0.985922648,0.976368404,,,,,,,,,,,,
246243,Cluster:10,0.967839851,0.924090008,0.958307202,0.916313373,0.995476893,0.982792527,0.991740413,0.95670272,,,,,,,,,,,,
253959,Cluster:10,0.959310639,0.900835361,0.941524722,0.868449439,0.990970174,0.968616847,0.983185841,0.918469354,,,,,,,,,,,,
254170,Cluster:10,0.947996889,0.898326769,0.932142588,0.88879412,0.990593248,0.982399213,0.987250082,0.972730252,,,,,,,,,,,,
254394,Cluster:10,0.965682462,0.909038457,0.952412011,0.888493089,0.991068502,0.972812193,0.985086857,0.939741069,,,,,,,,,,,,
255252,Cluster:10,0.965983493,0.914256328,0.950706169,0.901462509,0.994673877,0.988823337,0.993051459,0.978515241,,,,,,,,,,,,
256471,Cluster:10,0.951232973,0.900609588,0.935780047,0.883726764,0.991576532,0.984021632,0.987921993,0.976155359,,,,,,,,,,,,
257218,Cluster:10,0.964302737,0.908963199,0.947169054,0.884178311,0.990855457,0.958652901,0.977958047,0.909062602,,,,,,,,,,,,
283254,Cluster:10,0.971452224,0.934400321,0.964026792,0.915937085,0.987938381,0.970730908,0.981694526,0.92690921,,,,,,,,,,,,
284323,Cluster:10,0.948774553,0.900158041,0.93545393,0.875624012,0.98684038,0.965437561,0.977384464,0.937954769,,,,,,,,,,,,
285172,Cluster:10,0.960539849,0.902240173,0.943983142,0.87201164,0.994067519,0.975270403,0.988036709,0.936971485,,,,,,,,,,,,
285672,Cluster:10,0.976619923,0.940170083,0.971326794,0.931916815,0.997951491,0.992199279,0.995739102,0.984398558,,,,,,,,,,,,
338699,Cluster:10,0.947796202,0.898878659,0.929558739,0.892055289,0.988938053,0.98072763,0.986102917,0.966388069,,,,,,,,,,,,
339175,Cluster:10,0.972330231,0.927451521,0.956902391,0.908135364,0.993543101,0.983824975,0.990036054,0.953031793,,,,,,,,,,,,
373863,Cluster:10,0.948047061,0.910919901,0.937611319,0.901161478,0.430121272,0.230957063,0.305784989,0.089626352,,,,,,,,,,,,
374354,Cluster:10,0.962446379,0.907307528,0.946617164,0.888769034,0.994444444,0.981219272,0.990707965,0.962372992,,,,,,,,,,,,
374986,Cluster:10,0.963148785,0.902967664,0.946491734,0.879587587,0.994509997,0.975483448,0.988135038,0.945394952,,,,,,,,,,,,
388561,Cluster:10,0.959536412,0.895241201,0.941976269,0.875624012,0.986823992,0.971779744,0.979547689,0.948017044,,,,,,,,,,,,
389677,Cluster:10,0.94787146,0.881694805,0.926749116,0.853071771,0.989347755,0.964077352,0.980678466,0.923664372,,,,,,,,,,,,
399818,Cluster:10,0.953591049,0.912048767,0.941825753,0.905074881,0.992117339,0.950688299,0.978957719,0.810029499,,,,,,,,,,,,
414245,Cluster:10,0.966359782,0.917818528,0.953766651,0.904924366,0.971681416,0.52207473,0.715306457,0.171583088,,,,,,,,,,,,
440138,Cluster:10,0.964453252,0.897047387,0.947419913,0.864611294,0.992477876,0.90050803,0.960799738,0.703588987,,,,,,,,,,,,
643180,Cluster:10,0.966384868,0.924917844,0.956902391,0.901412337,0.989200262,0.883284169,0.945870206,0.600753851,,,,,,,,,,,,
645212,Cluster:10,0.943431252,0.909214058,0.936432281,0.907081755,0.991166831,0.985644051,0.988675844,0.9773353,,,,,,,,,,,,
647135,Cluster:10,0.971201365,0.897599278,0.958357374,0.844868675,0.959324812,0.494116683,0.662028843,0.177777778,,,,,,,,,,,,
653464,Cluster:10,0.968115797,0.897574192,0.951809949,0.857261119,0.988331695,0.813454605,0.910242543,0.551032448,,,,,,,,,,,,
729515,Cluster:10,0.960389333,0.914281414,0.947495171,0.907232271,0.996476565,0.991805965,0.994886922,0.984611603,,,,,,,,,,,,
100129250,Cluster:10,0.945337782,0.917241552,0.941173519,0.905877631,0.993280892,0.983382498,0.989511636,0.929154376,,,,,,,,,,,,
100996307,Cluster:10,0.956776961,0.90545117,0.943130221,0.894664225,0.912831858,0.350524418,0.49754179,0.125057358,,,,,,,,,,,,
101060691,Cluster:10,0.971677997,0.937059429,0.965306174,0.928806161,0.993723369,0.982710587,0.990544084,0.939036382,,,,,,,,,,,,
101927027,Cluster:10,0.9615182,0.916363545,0.949552216,0.903343953,0.97538512,0.936119305,0.954473943,0.887594231,,,,,,,,,,,,
101927151,Cluster:10,0.95032988,0.907382786,0.938313725,0.885708552,0.983136676,0.960553917,0.973434939,0.910226155,,,,,,,,,,,,
109703458,Cluster:10,0.964403081,0.927301006,0.956375586,0.928053584,0.321533923,0.00085218,0.005326123,0.0000983,,,,,,,,,,,,
178,Cluster:2,0.964352909,0.91854602,0.951132629,0.903419211,0.994509997,0.98294002,0.99006883,0.965486726,,,,,,,,,,,,
324,Cluster:2,0.971502396,0.922333994,0.956626446,0.913328149,0.994952475,0.979236316,0.988856113,0.967043592,,,,,,,,,,,,
545,Cluster:2,0.962170434,0.915711311,0.946541906,0.899079347,0.99092101,0.979859063,0.986315962,0.96943625,,,,,,,,,,,,
659,Cluster:2,0.95660136,0.883350475,0.93287008,0.864761809,0.994182235,0.97130449,0.984087185,0.944362504,,,,,,,,,,,,
661,Cluster:2,0.946341219,0.903068008,0.930762863,0.897147731,0.991805965,0.987151754,0.989036382,0.98446411,,,,,,,,,,,,
867,Cluster:2,0.967413391,0.915786569,0.956626446,0.904171788,0.995689938,0.986053753,0.993444772,0.975762045,,,,,,,,,,,,
957,Cluster:2,0.96766425,0.927526779,0.957554625,0.924541555,0.990609636,0.981792855,0.987708948,0.96273353,,,,,,,,,,,,
1121,Cluster:2,0.951258059,0.902215087,0.936382109,0.888593433,0.990970174,0.979351032,0.986561783,0.967223861,,,,,,,,,,,,
1352,Cluster:2,0.955171462,0.917793443,0.945463211,0.916940521,0.993592265,0.989478859,0.991248771,0.988020321,,,,,,,,,,,,
1859,Cluster:2,0.965657377,0.907608559,0.946893109,0.895441888,0.994559161,0.983743035,0.990511308,0.973139954,,,,,,,,,,,,
1977,Cluster:2,0.980508241,0.947996889,0.976695181,0.938664927,0.999328089,0.994575549,0.998459521,0.972763029,,,,,,,,,,,,
2005,Cluster:2,0.969771467,0.922108221,0.955748438,0.911521963,0.994837758,0.98718453,0.992395936,0.978744674,,,,,,,,,,,,
2730,Cluster:2,0.969796553,0.930361488,0.959661842,0.914130898,0.996591282,0.990117994,0.99439528,0.976515896,,,,,,,,,,,,
2800,Cluster:2,0.952988987,0.916840178,0.942452901,0.913779695,0.991019338,0.984955752,0.987758112,0.98149787,,,,,,,,,,,,
3344,Cluster:2,0.965481775,0.916915435,0.95155909,0.8986278,0.996394625,0.984906588,0.992330383,0.968059653,,,,,,,,,,,,
3364,Cluster:2,0.964904799,0.934626094,0.957579711,0.933998946,0.995624385,0.992051786,0.99388725,0.99049492,,,,,,,,,,,,
3652,Cluster:2,0.968717859,0.92795324,0.95948624,0.897473848,0.990380203,0.979039659,0.986709276,0.953687316,,,,,,,,,,,,
4200,Cluster:2,0.974888995,0.930712691,0.960414419,0.924090008,0.993067847,0.986807604,0.990265487,0.981333989,,,,,,,,,,,,
4287,Cluster:2,0.981235732,0.956400672,0.978150164,0.955823696,0.997181252,0.990593248,0.994952475,0.982350049,,,,,,,,,,,,
4329,Cluster:2,0.969169405,0.922158392,0.956852219,0.905551514,0.992592593,0.979662406,0.986987873,0.952654867,,,,,,,,,,,,
4361,Cluster:2,0.972355317,0.932293104,0.962546723,0.920126433,0.995935759,0.988692232,0.993051459,0.978334972,,,,,,,,,,,,
4437,Cluster:2,0.961819231,0.918345333,0.948573865,0.90600306,0.994526385,0.985299902,0.990593248,0.972369715,,,,,,,,,,,,
4598,Cluster:2,0.953239846,0.909113714,0.93833881,0.895943607,0.988003933,0.979957391,0.983153065,0.971386431,,,,,,,,,,,,
4863,Cluster:2,0.966359782,0.917091037,0.952412011,0.899831924,0.995313012,0.984070796,0.991805965,0.970075385,,,,,,,,,,,,
4899,Cluster:2,0.956099641,0.921029526,0.94651682,0.91922334,0.993002294,0.986496231,0.990412979,0.983366109,,,,,,,,,,,,
5000,Cluster:2,0.976770439,0.94596493,0.970498959,0.944133658,0.997590954,0.993084235,0.995722714,0.988806949,,,,,,,,,,,,
5116,Cluster:2,0.973283496,0.929633996,0.96262198,0.921706846,0.995476893,0.985021304,0.991281547,0.977073091,,,,,,,,,,,,
5194,Cluster:2,0.968918546,0.929558739,0.955673181,0.924742242,0.994919698,0.989790233,0.992346772,0.985971813,,,,,,,,,,,,
5261,Cluster:2,0.970875248,0.936758398,0.958708577,0.932669393,0.994477221,0.988053097,0.991232383,0.981678138,,,,,,,,,,,,
5289,Cluster:2,0.964403081,0.9230364,0.955171462,0.915661139,0.995214684,0.988544739,0.992740085,0.981727303,,,,,,,,,,,,
5326,Cluster:2,0.947093796,0.893886561,0.933697915,0.887865941,0.991281547,0.984496886,0.988593904,0.978466077,,,,,,,,,,,,
5382,Cluster:2,0.949226099,0.916263201,0.944284173,0.908260793,0.985939036,0.949229761,0.970353982,0.831252049,,,,,,,,,,,,
5422,Cluster:2,0.960464591,0.907232271,0.942678674,0.881168,0.994051131,0.982792527,0.989855785,0.960881678,,,,,,,,,,,,
5550,Cluster:2,0.955748438,0.906931239,0.940546371,0.904171788,0.993477548,0.987463127,0.990609636,0.984922976,,,,,,,,,,,,
5908,Cluster:2,0.981762537,0.953014073,0.977999649,0.948122319,0.99906588,0.99329728,0.997640118,0.974582104,,,,,,,,,,,,
5926,Cluster:2,0.972480747,0.933221283,0.964076964,0.929483481,0.996411013,0.987069813,0.992756473,0.97631924,,,,,,,,,,,,
5980,Cluster:2,0.969495522,0.916990693,0.953490706,0.897699621,0.994149459,0.974057686,0.987135365,0.946214356,,,,,,,,,,,,
6309,Cluster:2,0.961242255,0.909916464,0.947921632,0.888819206,0.995099967,0.979400197,0.989872173,0.955047525,,,,,,,,,,,,
6314,Cluster:2,0.963198956,0.909113714,0.944886235,0.898452199,0.996214356,0.984922976,0.992395936,0.976663389,,,,,,,,,,,,
6391,Cluster:2,0.974939167,0.92592128,0.960790708,0.918997567,0.996394625,0.98913471,0.993018682,0.985201573,,,,,,,,,,,,
6526,Cluster:2,0.973183152,0.912625743,0.956952563,0.883927452,0.991281547,0.958767617,0.979695182,0.917600787,,,,,,,,,,,,
6617,Cluster:2,0.961141911,0.92358829,0.953666307,0.912575571,0.992608981,0.975516224,0.98726647,0.926368404,,,,,,,,,,,,
6683,Cluster:2,0.956526102,0.90625392,0.941173519,0.89752402,0.99473943,0.986873156,0.99193707,0.98013766,,,,,,,,,,,,
6787,Cluster:2,0.969370093,0.93219276,0.960088302,0.928003412,0.993002294,0.986234022,0.990855457,0.978646345,,,,,,,,,,,,
7029,Cluster:2,0.975641572,0.932669393,0.966786243,0.92235908,0.996673222,0.987659784,0.993051459,0.972648312,,,,,,,,,,,,
7156,Cluster:2,0.956776961,0.915460452,0.943355994,0.908862855,0.992035398,0.984480498,0.988561127,0.980039331,,,,,,,,,,,,
7372,Cluster:2,0.968742945,0.92592128,0.958558061,0.908762512,0.994673877,0.988511963,0.992051786,0.975303179,,,,,,,,,,,,
7518,Cluster:2,0.948874897,0.901688282,0.936532624,0.888618518,0.994608325,0.985004916,0.990970174,0.967649951,,,,,,,,,,,,
7707,Cluster:2,0.972430575,0.934701352,0.963499987,0.92850513,0.996411013,0.989314979,0.993903638,0.983349721,,,,,,,,,,,,
7767,Cluster:2,0.950079021,0.91159722,0.938915787,0.905977975,0.987086201,0.972173058,0.981563422,0.935234349,,,,,,,,,,,,
7770,Cluster:2,0.947043624,0.903820586,0.935278328,0.895366631,0.990707965,0.981874795,0.986905932,0.972500819,,,,,,,,,,,,
8293,Cluster:2,0.976343978,0.942929534,0.970549131,0.933472142,0.900819403,0.214667322,0.391199607,0.037659784,,,,,,,,,,,,
8411,Cluster:2,0.969345007,0.918069388,0.955096205,0.898778316,0.996656834,0.973566044,0.987676172,0.944559161,,,,,,,,,,,,
8445,Cluster:2,0.95401751,0.90231543,0.940621629,0.891076939,0.992133727,0.982530318,0.988216978,0.972877745,,,,,,,,,,,,
8504,Cluster:2,0.955146376,0.91485839,0.94282919,0.905952889,0.995099967,0.987840052,0.992199279,0.978416912,,,,,,,,,,,,
8604,Cluster:2,0.947896546,0.897373504,0.932418533,0.88756491,0.990101606,0.978400524,0.983726647,0.968371026,,,,,,,,,,,,
8732,Cluster:2,0.962421293,0.926824373,0.952587613,0.918345333,0.994264176,0.987872829,0.990970174,0.984841036,,,,,,,,,,,,
8805,Cluster:2,0.96944535,0.923563204,0.957203422,0.91934877,0.995771878,0.990347427,0.993657817,0.983906916,,,,,,,,,,,,
8945,Cluster:2,0.953139503,0.907257356,0.942101698,0.901537767,0.994083907,0.989380531,0.9924451,0.984660767,,,,,,,,,,,,
9204,Cluster:2,0.961367684,0.921079698,0.94897524,0.916463889,0.99201901,0.976270075,0.98641429,0.939888561,,,,,,,,,,,,
9213,Cluster:2,0.957479367,0.909214058,0.94282919,0.897047387,0.993625041,0.987971157,0.991691249,0.982874467,,,,,,,,,,,,
9258,Cluster:2,0.951408574,0.897850137,0.934475579,0.890826079,0.988380859,0.977859718,0.983611931,0.970075385,,,,,,,,,,,,
9321,Cluster:2,0.975465971,0.93778692,0.969194491,0.931239495,0.99677155,0.985971813,0.99287119,0.970140937,,,,,,,,,,,,
9329,Cluster:2,0.961242255,0.915686225,0.946717507,0.903644984,0.9924451,0.985365454,0.989495247,0.978482465,,,,,,,,,,,,
9397,Cluster:2,0.96656047,0.920302034,0.955698267,0.908060106,0.992477876,0.958947886,0.975925926,0.922795805,,,,,,,,,,,,
9497,Cluster:2,0.95770514,0.905676944,0.940521285,0.878182776,0.992428712,0.97079646,0.984087185,0.94813176,,,,,,,,,,,,
9654,Cluster:2,0.949351529,0.912073853,0.938564584,0.905375913,0.990970174,0.985234349,0.988479187,0.978154703,,,,,,,,,,,,
9731,Cluster:2,0.957454281,0.912625743,0.943205479,0.912475228,0.993739757,0.988528351,0.991527368,0.985332678,,,,,,,,,,,,
9738,Cluster:2,0.958282116,0.914381758,0.946140531,0.9055766,0.994608325,0.986168469,0.991953458,0.975516224,,,,,,,,,,,,
9801,Cluster:2,0.967764594,0.92863056,0.956751875,0.917617841,0.995132743,0.989249426,0.992576205,0.980154048,,,,,,,,,,,,
9849,Cluster:2,0.966184181,0.904849108,0.948072147,0.882046008,0.993920026,0.972254998,0.984759095,0.946017699,,,,,,,,,,,,
9931,Cluster:2,0.980683842,0.946291047,0.977573188,0.942227128,0.99719764,0.992658145,0.99575549,0.987561455,,,,,,,,,,,,
9958,Cluster:2,0.97872714,0.943857713,0.9720292,0.937410631,0.997082924,0.989757457,0.994591937,0.980940675,,,,,,,,,,,,
9994,Cluster:2,0.966535384,0.91596217,0.949928505,0.895818177,0.99524746,0.97869551,0.989101934,0.959357588,,,,,,,,,,,,
10020,Cluster:2,0.947018538,0.892030203,0.925570078,0.882046008,0.97223861,0.956637168,0.961307768,0.944854146,,,,,,,,,,,,
10144,Cluster:2,0.963675589,0.90422196,0.938815443,0.883124702,0.98216978,0.916912488,0.939741069,0.872517207,,,,,,,,,,,,
10198,Cluster:2,0.968165968,0.928078669,0.955723352,0.907859419,0.994886922,0.981333989,0.99092101,0.962831858,,,,,,,,,,,,
10206,Cluster:2,0.974763565,0.943230565,0.968717859,0.939216818,0.996476565,0.99092101,0.99346116,0.981022616,,,,,,,,,,,,
10208,Cluster:2,0.949803076,0.906203748,0.935855304,0.903444297,0.991969846,0.98574238,0.988823337,0.98208784,,,,,,,,,,,,
10229,Cluster:2,0.952211324,0.920653237,0.943983142,0.919750144,0.994165847,0.991101278,0.992903966,0.989265814,,,,,,,,,,,,
10254,Cluster:2,0.963399644,0.926749116,0.954845345,0.922810626,0.995034415,0.989429695,0.992822026,0.985463782,,,,,,,,,,,,
10438,Cluster:2,0.971151193,0.94159998,0.966134009,0.937661491,0.998180924,0.995591609,0.997246804,0.992166503,,,,,,,,,,,,
10464,Cluster:2,0.953766651,0.908687254,0.939066302,0.892531922,0.993100623,0.982546706,0.988479187,0.968452966,,,,,,,,,,,,
10479,Cluster:2,0.952286582,0.9055766,0.937260116,0.899455636,0.990544084,0.982792527,0.987151754,0.97835136,,,,,,,,,,,,
10556,Cluster:2,0.976118205,0.944384517,0.967689336,0.944585204,0.997345133,0.993493936,0.995280236,0.991904294,,,,,,,,,,,,
10588,Cluster:2,0.963173871,0.937561147,0.957955999,0.921430901,0.932890855,0.397394297,0.556178302,0.173992134,,,,,,,,,,,,
10621,Cluster:2,0.946240875,0.916187944,0.938313725,0.914406843,0.992723697,0.988659456,0.990412979,0.986987873,,,,,,,,,,,,
10667,Cluster:2,0.946015102,0.918395505,0.937410631,0.914406843,0.994559161,0.9924451,0.993198951,0.99049492,,,,,,,,,,,,
10668,Cluster:2,0.949050498,0.914130898,0.940420942,0.908285879,0.995181908,0.992084562,0.993657817,0.985725991,,,,,,,,,,,,
10746,Cluster:2,0.973960816,0.934475579,0.966058751,0.926322655,0.996411013,0.988348083,0.993395608,0.981563422,,,,,,,,,,,,
10778,Cluster:2,0.973333668,0.942628503,0.96821614,0.943456338,0.997509013,0.99567355,0.996492953,0.993362832,,,,,,,,,,,,
10885,Cluster:2,0.967313047,0.916915435,0.951232973,0.897724707,0.993772534,0.984578827,0.990019666,0.971075057,,,,,,,,,,,,
11146,Cluster:2,0.95715325,0.913227805,0.943606853,0.898703058,0.993313668,0.985922648,0.99006883,0.976270075,,,,,,,,,,,,
22863,Cluster:2,0.954218197,0.907207185,0.941675238,0.901111306,0.993362832,0.98675844,0.989888561,0.983136676,,,,,,,,,,,,
22868,Cluster:2,0.966409954,0.92617214,0.952963901,0.918119559,0.993051459,0.987954769,0.990675188,0.984087185,,,,,,,,,,,,
22897,Cluster:2,0.946491734,0.901161478,0.932092417,0.890224017,0.989708292,0.981317601,0.985988201,0.973205506,,,,,,,,,,,,
23033,Cluster:2,0.969997241,0.922183478,0.956927477,0.91172265,0.985332678,0.96179941,0.97597509,0.91358571,,,,,,,,,,,,
23036,Cluster:2,0.975817174,0.925168703,0.962973183,0.910016808,0.995968535,0.977777778,0.98811865,0.95611275,,,,,,,,,,,,
23085,Cluster:2,0.968742945,0.920853925,0.958884178,0.901362165,0.995394952,0.983398886,0.991117666,0.969960669,,,,,,,,,,,,
23099,Cluster:2,0.968115797,0.925444648,0.958407546,0.921581416,0.994018355,0.98684038,0.990724353,0.981104556,,,,,,,,,,,,
23112,Cluster:2,0.985876627,0.95537215,0.984471816,0.949451873,0.99863979,0.986873156,0.994936087,0.970403147,,,,,,,,,,,,
23177,Cluster:2,0.967513735,0.92426561,0.953365276,0.919449113,0.99388725,0.989741069,0.992297607,0.981694526,,,,,,,,,,,,
23195,Cluster:2,0.971828513,0.921957705,0.956802047,0.906554951,0.993559489,0.981678138,0.988839725,0.968797116,,,,,,,,,,,,
23205,Cluster:2,0.968065625,0.929608911,0.958031257,0.925344304,0.632841691,0.156948541,0.205408063,0.089659128,,,,,,,,,,,,
23210,Cluster:2,0.951634348,0.919524371,0.94172541,0.918646364,0.994198623,0.989314979,0.991724025,0.98769256,,,,,,,,,,,,
23230,Cluster:2,0.968617515,0.915335022,0.951157715,0.890198931,0.995444117,0.977646673,0.988266142,0.949278925,,,,,,,,,,,,
23253,Cluster:2,0.979554976,0.943330908,0.974111331,0.934726438,0.997033759,0.984267453,0.990642412,0.967715503,,,,,,,,,,,,
23276,Cluster:2,0.957278679,0.92155633,0.947269398,0.919424027,0.995509669,0.992723697,0.994215011,0.990462144,,,,,,,,,,,,
23294,Cluster:2,0.950605825,0.906906154,0.939367333,0.902942578,0.992969518,0.987315634,0.991035726,0.981727303,,,,,,,,,,,,
23341,Cluster:2,0.971376966,0.935704789,0.964403081,0.934851868,0.995853818,0.991691249,0.994051131,0.986791216,,,,,,,,,,,,
23395,Cluster:2,0.948021975,0.902491032,0.930988636,0.894187593,0.990101606,0.985168797,0.987463127,0.982645034,,,,,,,,,,,,
23403,Cluster:2,0.956726789,0.915786569,0.945638813,0.908862855,0.991330711,0.983726647,0.986823992,0.976581449,,,,,,,,,,,,
23469,Cluster:2,0.977021298,0.935353586,0.96821614,0.928179013,0.997492625,0.986119305,0.993395608,0.975286791,,,,,,,,,,,,
23522,Cluster:2,0.966736071,0.920753581,0.956526102,0.917341896,0.993952802,0.984119961,0.989806621,0.973352999,,,,,,,,,,,,
23545,Cluster:2,0.962496551,0.920628151,0.94897524,0.912600657,0.993690593,0.98641429,0.990511308,0.982038676,,,,,,,,,,,,
23567,Cluster:2,0.942026441,0.909490003,0.932644307,0.906554951,0.992707309,0.989675516,0.991363487,0.98641429,,,,,,,,,,,,
24149,Cluster:2,0.954745002,0.900885533,0.941073176,0.892531922,0.990626024,0.981825631,0.986529007,0.975139299,,,,,,,,,,,,
25832,Cluster:2,0.979454632,0.941750495,0.973183152,0.919474199,0.970403147,0.627777778,0.76374959,0.338806949,,,,,,,,,,,,
25885,Cluster:2,0.964352909,0.915385194,0.948573865,0.89943055,0.991478204,0.983120288,0.987643396,0.974205179,,,,,,,,,,,,
25898,Cluster:2,0.973509269,0.937887264,0.966660813,0.935905476,0.996427401,0.992559816,0.995198296,0.988249754,,,,,,,,,,,,
25913,Cluster:2,0.953766651,0.914431929,0.940621629,0.901613025,0.993362832,0.987086201,0.990609636,0.98149787,,,,,,,,,,,,
25929,Cluster:2,0.962245691,0.919825402,0.946391391,0.90938966,0.993510324,0.987381186,0.990363815,0.982218945,,,,,,,,,,,,
25938,Cluster:2,0.973358754,0.929960113,0.96219552,0.906279006,0.990593248,0.9546706,0.977236971,0.870468699,,,,,,,,,,,,
26503,Cluster:2,0.954945689,0.919474199,0.947520257,0.917241552,0.993788922,0.990560472,0.992379548,0.98718453,,,,,,,,,,,,
27246,Cluster:2,0.969520608,0.927175576,0.956099641,0.924491383,0.996132416,0.994296952,0.995132743,0.993280892,,,,,,,,,,,,
27252,Cluster:2,0.956877305,0.92045255,0.947996889,0.916865264,0.992641757,0.986365126,0.98972468,0.981514258,,,,,,,,,,,,
27291,Cluster:2,0.950605825,0.918169731,0.941650152,0.91362918,0.99337922,0.987086201,0.990380203,0.9831039,,,,,,,,,,,,
27340,Cluster:2,0.96219552,0.913553922,0.94952713,0.882497554,0.993149787,0.979859063,0.989167486,0.951720747,,,,,,,,,,,,
28970,Cluster:2,0.967915109,0.934475579,0.959887615,0.92727592,0.992559816,0.976335628,0.985988201,0.929580465,,,,,,,,,,,,
29843,Cluster:2,0.964929885,0.93219276,0.956701703,0.921782104,0.994919698,0.989921337,0.993051459,0.984333006,,,,,,,,,,,,
29904,Cluster:2,0.950380052,0.898652886,0.932393448,0.891779344,0.991576532,0.981628974,0.987135365,0.974123238,,,,,,,,,,,,
